longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-119.26,34.46,39.0,3826.0,658.0,1656.0,657.0,4.0074,<1H OCEAN,434700.0
-122.49,37.69,35.0,2644.0,456.0,1465.0,430.0,9.1541,NEAR OCEAN,277000.0
-117.24,34.06,13.0,3603.0,786.0,1782.0,718.0,3.2604,INLAND,93300.0
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,INLAND,132700.0
-121.27,38.65,33.0,1984.0,289.0,842.0,276.0,5.2949,INLAND,173300.0
-118.26,34.02,13.0,1465.0,440.0,1859.0,400.0,1.3134,INLAND,96200.0
-122.09,37.6,33.0,385.0,1750.0,295.0,92.0,5.1136,<1H OCEAN,147900.0
-122.47,37.71,37.0,3702.0,2812.0,822.0,239.0,2.8333,NEAR OCEAN,224400.0
-118.04,34.04,35.0,1734.0,363.0,1527.0,344.0,3.0,<1H OCEAN,160600.0
-120.98,37.57,27.0,925.0,176.0,449.0,168.0,2.6406,INLAND,129700.0
-121.4,38.55,26.0,2697.0,398.0,1088.0,389.0,5.0,INLAND,142500.0
-117.7,33.48,6.0,16590.0,2696.0,6223.0,2357.0,6.3088,INLAND,340300.0
-118.38,34.09,23.0,8264.0,1349.0,3148.0,2274.0,9.1531,<1H OCEAN,281300.0
-118.15,34.05,31.0,3362.0,1842.0,1939.0,754.0,1.6467,<1H OCEAN,305800.0
-117.85,33.76,26.0,2312.0,783.0,1273.0,437.0,2.8828,INLAND,204700.0
-122.17,37.48,39.0,2117.0,401.0,1178.0,408.0,3.1053,INLAND,352700.0
-117.77,33.72,13.0,2153.0,316.0,954.0,324.0,7.8139,INLAND,304700.0
-121.92,37.64,46.0,1280.0,24.0,512.0,208.0,5.1406,INLAND,315600.0
-118.21,33.96,39.0,2050.0,529.0,1959.0,485.0,2.1389,<1H OCEAN,168900.0
-117.88,34.13,33.0,3713.0,718.0,2106.0,720.0,4.0023,INLAND,185500.0
-122.27,37.82,52.0,1630.0,1295.0,1162.0,400.0,6.1388,NEAR OCEAN,104200.0
-118.02,34.11,4.0,3097.0,1600.0,1110.0,435.0,3.8029,INLAND,414800.0
-118.48,34.25,23.0,8726.0,395.0,1040.0,375.0,2.6729,<1H OCEAN,195300.0
-121.14,38.82,33.0,673.0,288.0,832.0,278.0,5.07,INLAND,233000.0
-122.25,37.86,10.0,5283.0,517.0,1656.0,459.0,3.0417,NEAR BAY,489600.0
-121.51,38.26,13.0,1823.0,53.0,429.0,212.0,1.6458,INLAND,52800.0
-122.41,37.73,10.0,3841.0,378.0,1168.0,365.0,5.1478,NEAR OCEAN,272500.0
-121.99,36.96,28.0,11308.0,2812.0,451.0,200.0,1.2059,<1H OCEAN,422400.0
-119.19,34.17,7.0,1102.0,2207.0,3295.0,708.0,4.2583,NEAR OCEAN,187300.0
-121.9,37.29,39.0,1066.0,244.0,626.0,244.0,7.8575,<1H OCEAN,424600.0
-120.1,39.17,33.0,3414.0,384.0,218.0,92.0,1.7083,INLAND,143800.0
-119.08,35.34,5.0,1535.0,933.0,768.0,236.0,1.7172,INLAND,118500.0
-122.61,38.23,23.0,5959.0,420.0,914.0,400.0,4.072,<1H OCEAN,193800.0
-118.97,35.37,13.0,3858.0,440.0,1156.0,315.0,1.8319,INLAND,48900.0
-118.83,35.2,13.0,2199.0,484.0,1763.0,453.0,2.1357,INLAND,53500.0
-124.11,40.93,10.0,5542.0,602.0,948.0,357.0,9.0376,NEAR OCEAN,90200.0
-118.18,33.77,10.0,1434.0,627.0,735.0,518.0,1.5,INLAND,162500.0
-118.05,33.79,19.0,1863.0,355.0,1260.0,317.0,3.2465,<1H OCEAN,277400.0
-121.28,38.73,27.0,4223.0,672.0,1747.0,631.0,5.419,INLAND,267400.0
-118.0,33.76,18.0,2939.0,1816.0,1047.0,334.0,4.2155,<1H OCEAN,208800.0
-118.95,35.38,37.0,5200.0,478.0,1419.0,480.0,8.5938,INLAND,83100.0
-118.41,34.27,38.0,858.0,236.0,1250.0,204.0,2.9219,<1H OCEAN,137900.0
-120.0,38.92,33.0,529.0,164.0,191.0,83.0,1.1384,INLAND,103600.0
-119.08,36.2,48.0,2024.0,849.0,1159.0,365.0,2.4554,INLAND,61200.0
-122.44,37.77,35.0,583.0,1316.0,849.0,530.0,5.6529,NEAR BAY,476900.0
-121.28,38.67,39.0,4685.0,2289.0,833.0,258.0,5.4797,INLAND,160000.0
-121.28,38.74,33.0,4384.0,778.0,1775.0,789.0,4.05,<1H OCEAN,134700.0
-122.16,37.69,36.0,3401.0,219.0,625.0,228.0,3.2153,NEAR OCEAN,192200.0
-120.3,38.04,13.0,6859.0,154.0,422.0,160.0,3.2875,INLAND,111300.0
-117.24,33.0,10.0,2512.0,356.0,795.0,353.0,7.5975,INLAND,369100.0
-117.07,32.6,10.0,2602.0,551.0,1042.0,550.0,1.9267,INLAND,67500.0
-123.85,39.42,18.0,1804.0,506.0,895.0,451.0,1.7574,NEAR OCEAN,150000.0
-118.71,34.3,39.0,1983.0,2292.0,978.0,287.0,6.3199,<1H OCEAN,236700.0
-121.96,37.53,23.0,4595.0,529.0,1538.0,545.0,1.1705,<1H OCEAN,228000.0
-122.64,38.96,12.0,883.0,258.0,326.0,136.0,1.4464,INLAND,58200.0
-118.11,33.83,23.0,1566.0,1706.0,964.0,299.0,4.2703,<1H OCEAN,220900.0
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,INLAND,157500.0
-118.98,35.39,37.0,4400.0,177.0,476.0,143.0,1.1875,INLAND,50700.0
-117.24,32.75,4.0,1989.0,514.0,1015.0,489.0,2.79,INLAND,226000.0
-120.41,34.88,10.0,3119.0,620.0,1159.0,544.0,3.5288,NEAR OCEAN,165500.0
-118.36,33.95,10.0,1139.0,302.0,1283.0,306.0,4.1635,INLAND,163900.0
-117.18,32.76,52.0,2023.0,301.0,649.0,285.0,4.7396,INLAND,441700.0
-121.27,38.05,24.0,9167.0,75.0,164.0,65.0,3.4107,INLAND,82800.0
-117.05,32.77,23.0,2556.0,662.0,1200.0,548.0,1.8899,INLAND,147700.0
-117.53,33.94,21.0,5675.0,935.0,2834.0,865.0,4.2263,NEAR OCEAN,203200.0
-122.16,37.71,10.0,3912.0,1997.0,632.0,253.0,4.5553,NEAR OCEAN,191000.0
-121.45,38.57,52.0,1723.0,635.0,1295.0,625.0,1.5987,INLAND,232500.0
-122.35,37.56,52.0,4597.0,2812.0,519.0,201.0,3.5745,NEAR OCEAN,500001.0
-122.72,38.48,23.0,10352.0,25.0,902.0,334.0,4.2227,<1H OCEAN,289100.0
-118.08,34.09,34.0,1708.0,457.0,1485.0,401.0,4.2297,<1H OCEAN,207200.0
-117.06,33.01,24.0,2618.0,485.0,726.0,443.0,3.5192,INLAND,159100.0
-118.23,34.1,4.0,1353.0,379.0,1536.0,416.0,2.1687,<1H OCEAN,157000.0
-122.44,38.34,39.0,914.0,622.0,1262.0,665.0,3.7546,<1H OCEAN,233500.0
-118.96,34.18,18.0,5298.0,6.0,1384.0,436.0,4.0039,<1H OCEAN,258200.0
-117.87,33.79,25.0,2546.0,545.0,1543.0,521.0,4.192,INLAND,219900.0
-117.71,33.57,13.0,3289.0,753.0,1285.0,651.0,4.045,INLAND,226000.0
-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4.1739,NEAR OCEAN,158700.0
-119.69,34.43,13.0,3809.0,266.0,1082.0,325.0,1.9952,<1H OCEAN,228100.0
-124.08,40.86,10.0,1287.0,743.0,805.0,502.0,2.286,NEAR OCEAN,150000.0
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,<1H OCEAN,131600.0
-117.56,33.94,6.0,575.0,73.0,318.0,88.0,7.0215,<1H OCEAN,257100.0
-118.36,33.98,45.0,3294.0,305.0,891.0,341.0,2.0214,<1H OCEAN,259400.0
-117.86,33.63,17.0,3095.0,551.0,1175.0,534.0,5.3099,INLAND,500001.0
-119.8,37.5,29.0,4329.0,116.0,406.0,151.0,3.1771,INLAND,121900.0
-119.77,36.75,51.0,4342.0,1321.0,1680.0,418.0,1.7083,INLAND,48300.0
-119.34,36.22,38.0,2154.0,865.0,1260.0,455.0,6.4894,INLAND,78200.0
-121.82,37.38,39.0,1975.0,246.0,768.0,263.0,4.7944,<1H OCEAN,320900.0
-118.41,34.17,30.0,3277.0,648.0,1382.0,615.0,4.0202,<1H OCEAN,366100.0
-118.3,34.11,47.0,2832.0,746.0,645.0,237.0,5.9441,<1H OCEAN,500001.0
-118.29,33.99,46.0,2608.0,636.0,1766.0,596.0,1.5846,NEAR OCEAN,114800.0
-118.35,34.02,27.0,3358.0,1069.0,2415.0,956.0,1.4589,INLAND,87500.0
-118.2,34.07,34.0,1765.0,551.0,2203.0,500.0,2.2708,ISLAND,159600.0
-118.0,33.85,43.0,2266.0,1261.0,1154.0,405.0,4.0455,<1H OCEAN,197200.0
-122.09,37.68,33.0,2399.0,463.0,1105.0,467.0,2.8322,NEAR BAY,170300.0
-118.49,34.19,23.0,4058.0,1244.0,1809.0,553.0,2.81,<1H OCEAN,202000.0
-118.15,34.12,36.0,3839.0,557.0,2719.0,1402.0,1.3269,<1H OCEAN,319700.0
-117.96,33.83,39.0,2953.0,169.0,498.0,156.0,6.3214,<1H OCEAN,220800.0
-117.91,33.6,37.0,1565.0,1283.0,673.0,390.0,5.1048,<1H OCEAN,500001.0
-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,5.5673,<1H OCEAN,288200.0
-121.92,36.61,29.0,1207.0,808.0,1873.0,757.0,4.1445,NEAR OCEAN,253800.0
-120.31,38.02,13.0,2366.0,398.0,1046.0,387.0,1.6719,INLAND,139700.0
-122.41,38.07,27.0,4536.0,708.0,1812.0,701.0,2.6296,NEAR BAY,435900.0
-118.07,34.1,23.0,2253.0,821.0,1262.0,511.0,3.535,<1H OCEAN,259800.0
-118.56,34.21,10.0,3469.0,360.0,4126.0,1773.0,3.7313,<1H OCEAN,189800.0
-122.52,37.95,29.0,600.0,1243.0,1675.0,628.0,1.4481,NEAR BAY,468800.0
-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,2.5365,INLAND,139500.0
-117.82,33.67,15.0,1010.0,274.0,649.0,261.0,2.5197,NEAR OCEAN,350000.0
-118.36,34.19,18.0,2921.0,685.0,1512.0,664.0,4.1445,NEAR OCEAN,176400.0
-118.22,33.97,47.0,1688.0,386.0,1663.0,381.0,4.0609,<1H OCEAN,171300.0
-117.98,34.01,13.0,1190.0,418.0,1344.0,381.0,5.7057,<1H OCEAN,262100.0
-121.5,38.63,6.0,4631.0,1796.0,276.0,151.0,2.1139,INLAND,117000.0
-118.45,34.22,26.0,3442.0,1470.0,4625.0,1097.0,2.0699,<1H OCEAN,183000.0
-122.25,37.79,10.0,6039.0,43.0,228.0,55.0,2.1,<1H OCEAN,75000.0
-117.47,34.07,43.0,1017.0,227.0,568.0,187.0,5.012,INLAND,112500.0
-122.04,37.62,35.0,2489.0,179.0,455.0,185.0,4.2857,NEAR OCEAN,190400.0
-119.28,36.35,13.0,3598.0,701.0,2080.0,678.0,3.1111,<1H OCEAN,72400.0
-122.43,37.76,10.0,2268.0,459.0,751.0,464.0,2.5162,<1H OCEAN,500001.0
-117.94,34.09,21.0,2707.0,675.0,1742.0,626.0,2.1062,<1H OCEAN,176700.0
-122.42,37.8,10.0,6154.0,1115.0,1576.0,1034.0,2.0987,NEAR OCEAN,458300.0
-118.26,34.07,23.0,1093.0,184.0,673.0,202.0,6.8419,<1H OCEAN,187500.0
-118.0,33.82,18.0,4707.0,197.0,1820.0,551.0,8.7394,<1H OCEAN,224800.0
-118.24,34.0,38.0,1715.0,414.0,1714.0,389.0,1.7132,INLAND,108200.0
-118.38,33.95,30.0,4066.0,588.0,1397.0,523.0,6.471,<1H OCEAN,187500.0
-117.93,33.62,24.0,2125.0,1038.0,1052.0,468.0,2.4662,<1H OCEAN,484600.0
-122.13,37.42,37.0,3982.0,1812.0,2251.0,995.0,2.3375,<1H OCEAN,314100.0
-122.21,37.79,10.0,3724.0,533.0,1530.0,474.0,3.5988,NEAR OCEAN,139400.0
-116.96,33.52,13.0,2802.0,471.0,1155.0,421.0,4.125,<1H OCEAN,392100.0
-119.29,36.3,20.0,3908.0,917.0,572.0,191.0,5.3495,INLAND,177300.0
-117.98,33.83,39.0,1814.0,674.0,2460.0,766.0,4.2898,<1H OCEAN,228500.0
-122.19,37.43,10.0,2392.0,1871.0,937.0,406.0,6.6136,INLAND,472800.0
-118.31,34.12,39.0,3895.0,1213.0,1271.0,536.0,8.0073,<1H OCEAN,500001.0
-118.23,33.78,35.0,59.0,653.0,69.0,23.0,2.5588,NEAR OCEAN,350000.0
-121.89,37.3,39.0,4126.0,1235.0,961.0,428.0,1.7365,<1H OCEAN,282300.0
-118.4,33.87,16.0,1253.0,715.0,2803.0,1394.0,5.2276,<1H OCEAN,434500.0
-118.3,33.97,50.0,2270.0,451.0,1000.0,412.0,2.1221,INLAND,119400.0
-117.12,32.8,31.0,1727.0,342.0,879.0,345.0,3.8125,INLAND,166300.0
-119.78,36.83,23.0,2754.0,360.0,1328.0,604.0,2.8528,INLAND,69300.0
-119.72,34.44,50.0,6295.0,790.0,1256.0,443.0,6.3997,<1H OCEAN,500001.0
-118.61,34.23,26.0,1129.0,822.0,1724.0,530.0,1.5652,<1H OCEAN,327300.0
-120.76,37.61,13.0,1956.0,178.0,531.0,147.0,6.1986,INLAND,87900.0
-118.29,33.94,32.0,2701.0,708.0,1880.0,590.0,1.6716,<1H OCEAN,123800.0
-118.27,33.76,46.0,2720.0,11.0,32.0,7.0,3.125,INLAND,112500.0
-117.81,33.67,10.0,2440.0,2812.0,1113.0,483.0,4.6019,INLAND,242500.0
-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,INLAND,127900.0
-121.98,38.36,13.0,2434.0,684.0,1538.0,574.0,2.1067,INLAND,101100.0
-117.23,33.78,23.0,3465.0,703.0,2672.0,607.0,1.9767,NEAR OCEAN,81500.0
-117.28,32.84,4.0,1420.0,338.0,640.0,314.0,2.9306,NEAR BAY,360300.0
-121.2,37.83,13.0,3415.0,580.0,1912.0,562.0,4.4423,INLAND,161400.0
-116.95,32.82,10.0,5308.0,1058.0,2852.0,1092.0,2.9161,<1H OCEAN,135700.0
-122.73,38.26,23.0,3941.0,665.0,1668.0,620.0,4.625,<1H OCEAN,317700.0
-119.74,36.8,18.0,10862.0,2401.0,5466.0,2209.0,2.4678,INLAND,74300.0
-121.3,38.89,18.0,1456.0,297.0,1012.0,315.0,6.1968,INLAND,99300.0
-118.68,34.27,16.0,16544.0,1611.0,2476.0,878.0,9.6047,<1H OCEAN,225200.0
-121.99,38.34,16.0,1470.0,261.0,748.0,256.0,4.0433,NEAR OCEAN,132200.0
-117.14,32.7,51.0,658.0,218.0,869.0,212.0,1.9338,INLAND,89400.0
-121.89,37.32,34.0,1014.0,246.0,952.0,215.0,2.8864,<1H OCEAN,172500.0
-118.33,33.87,33.0,881.0,1489.0,385.0,137.0,3.7455,<1H OCEAN,278100.0
-118.01,33.94,23.0,1921.0,1089.0,969.0,327.0,2.1217,<1H OCEAN,188700.0
-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,1.9233,<1H OCEAN,338100.0
-118.49,34.02,23.0,2612.0,619.0,1026.0,592.0,5.5067,<1H OCEAN,366700.0
-121.24,38.63,40.0,4657.0,663.0,3857.0,1494.0,5.1824,INLAND,273200.0
-122.21,37.38,10.0,4518.0,578.0,1489.0,559.0,7.0671,NEAR OCEAN,500001.0
-118.96,36.49,52.0,4064.0,968.0,636.0,183.0,2.0675,INLAND,118800.0
-117.95,33.79,4.0,2408.0,8.0,1233.0,405.0,6.6361,<1H OCEAN,218300.0
-116.97,32.75,23.0,3519.0,583.0,1720.0,590.0,4.7973,INLAND,186900.0
-118.86,36.41,4.0,2749.0,1710.0,1195.0,491.0,3.0391,INLAND,139700.0
-122.3,37.57,51.0,4126.0,436.0,1189.0,403.0,4.7917,INLAND,276100.0
-121.67,38.85,18.0,645.0,131.0,410.0,122.0,1.9354,INLAND,110400.0
-118.1,33.74,31.0,1738.0,1459.0,563.0,310.0,6.3688,NEAR OCEAN,457100.0
-118.39,33.97,46.0,3097.0,161.0,839.0,335.0,7.508,<1H OCEAN,350800.0
-121.08,38.93,10.0,4239.0,824.0,1729.0,794.0,2.4278,NEAR OCEAN,167700.0
-115.37,32.81,32.0,741.0,2812.0,623.0,169.0,1.7604,<1H OCEAN,68600.0
-122.27,37.97,11.0,15259.0,296.0,7266.0,2338.0,6.0666,NEAR OCEAN,272400.0
-117.3,34.1,37.0,3175.0,882.0,76.0,13.0,2.5625,INLAND,75000.0
-118.05,33.98,4.0,1406.0,428.0,1174.0,390.0,2.0147,NEAR OCEAN,137500.0
-122.65,38.46,39.0,2096.0,420.0,926.0,397.0,4.0647,<1H OCEAN,187800.0
-121.31,37.99,15.0,3103.0,965.0,3061.0,861.0,1.3729,NEAR OCEAN,110300.0
-117.91,34.06,45.0,2693.0,2444.0,1382.0,513.0,2.5577,<1H OCEAN,218300.0
-121.89,37.35,10.0,1185.0,2812.0,933.0,244.0,2.925,NEAR OCEAN,170800.0
-122.27,37.81,12.0,3745.0,932.0,582.0,380.0,7.9813,NEAR BAY,118800.0
-122.35,40.56,13.0,2801.0,602.0,1695.0,563.0,8.9088,INLAND,81600.0
-122.4,40.62,13.0,4794.0,889.0,2162.0,865.0,3.1439,NEAR OCEAN,103100.0
-117.37,33.2,29.0,1315.0,311.0,1425.0,306.0,2.0272,<1H OCEAN,99600.0
-122.19,37.83,10.0,5323.0,374.0,661.0,269.0,4.6648,NEAR OCEAN,368900.0
-118.03,33.98,26.0,1536.0,833.0,880.0,441.0,4.8554,<1H OCEAN,236800.0
-117.9,33.83,25.0,2999.0,611.0,2204.0,606.0,3.7869,<1H OCEAN,211800.0
-122.45,37.78,12.0,4206.0,1100.0,1392.0,578.0,4.0,<1H OCEAN,355300.0
-121.7,39.36,34.0,6893.0,307.0,523.0,242.0,3.5525,INLAND,63900.0
-117.91,34.12,33.0,1391.0,309.0,1038.0,298.0,4.1944,INLAND,149500.0
-122.44,37.77,27.0,2214.0,647.0,1355.0,628.0,2.0161,NEAR BAY,364300.0
-117.25,33.92,7.0,9812.0,1914.0,5595.0,1729.0,4.1482,<1H OCEAN,124600.0
-122.03,37.37,4.0,2123.0,425.0,1032.0,435.0,4.6957,<1H OCEAN,284800.0
-117.08,32.75,10.0,1111.0,328.0,930.0,303.0,1.2347,INLAND,128100.0
-117.27,34.12,27.0,2896.0,684.0,1514.0,668.0,1.462,INLAND,70200.0
-117.91,34.02,17.0,551.0,1384.0,4349.0,1229.0,3.184,<1H OCEAN,199300.0
-118.54,34.18,25.0,7561.0,457.0,1280.0,425.0,1.6307,<1H OCEAN,240300.0
-117.23,32.75,21.0,2050.0,608.0,1131.0,550.0,2.4779,<1H OCEAN,165000.0
-121.02,37.68,23.0,66.0,560.0,1608.0,558.0,8.0073,INLAND,106400.0
-118.48,34.23,39.0,3879.0,3217.0,1752.0,650.0,9.3586,<1H OCEAN,239900.0
-119.72,36.82,45.0,2627.0,613.0,1054.0,623.0,1.9483,INLAND,112500.0
-120.06,39.15,13.0,9419.0,372.0,98.0,42.0,1.1912,INLAND,170000.0
-120.04,36.74,10.0,3182.0,730.0,2298.0,721.0,1.6168,INLAND,71800.0
-122.26,37.8,20.0,2373.0,779.0,1659.0,676.0,1.6929,NEAR BAY,115000.0
-116.57,33.76,25.0,2616.0,547.0,581.0,343.0,3.1364,<1H OCEAN,301600.0
-122.45,37.71,18.0,149.0,506.0,1562.0,498.0,6.0281,NEAR BAY,270600.0
-117.19,32.79,36.0,1514.0,258.0,665.0,278.0,3.8571,INLAND,235100.0
-115.46,33.19,33.0,1234.0,373.0,777.0,298.0,1.0,<1H OCEAN,40000.0
-120.84,35.37,10.0,4977.0,714.0,1397.0,646.0,1.7694,INLAND,200000.0
-116.99,33.01,18.0,1412.0,185.0,529.0,166.0,7.7517,NEAR OCEAN,500001.0
-116.05,33.33,13.0,290.0,94.0,135.0,57.0,1.7292,<1H OCEAN,81300.0
-119.76,36.73,13.0,2088.0,1454.0,854.0,267.0,1.8723,INLAND,52600.0
-122.26,37.52,10.0,3858.0,499.0,291.0,157.0,8.4196,INLAND,256300.0
-118.3,33.95,50.0,1843.0,326.0,892.0,314.0,3.1346,<1H OCEAN,120000.0
-117.33,34.04,18.0,10731.0,1368.0,727.0,336.0,2.5187,INLAND,116700.0
-122.2,37.9,13.0,3268.0,287.0,740.0,280.0,6.1278,INLAND,500001.0
-118.13,33.77,18.0,3697.0,2812.0,1436.0,671.0,2.5363,NEAR OCEAN,395200.0
-117.97,33.83,13.0,3970.0,72.0,1807.0,674.0,1.9213,<1H OCEAN,200900.0
-122.66,38.46,23.0,2364.0,442.0,1300.0,625.0,2.6023,<1H OCEAN,221100.0
-119.24,35.77,23.0,3912.0,1064.0,1764.0,514.0,1.8214,INLAND,67800.0
-118.21,33.98,39.0,1315.0,306.0,1257.0,298.0,3.2788,INLAND,169000.0
-122.7,39.14,13.0,532.0,974.0,214.0,62.0,3.6304,INLAND,108300.0
-118.14,33.86,13.0,1703.0,325.0,845.0,308.0,5.0106,<1H OCEAN,210800.0
-119.81,34.47,26.0,9020.0,51.0,1728.0,587.0,3.1571,NEAR OCEAN,432200.0
-118.3,33.94,36.0,3504.0,862.0,2521.0,836.0,2.5679,<1H OCEAN,114900.0
-117.35,34.11,34.0,2025.0,953.0,1578.0,365.0,4.45,INLAND,88400.0
-118.17,33.98,31.0,1236.0,329.0,1486.0,337.0,3.0938,NEAR OCEAN,155400.0
-117.41,34.08,27.0,6132.0,360.0,861.0,299.0,5.3102,INLAND,95600.0
-117.89,33.61,4.0,1790.0,361.0,540.0,284.0,6.0247,<1H OCEAN,500001.0
-118.15,33.91,35.0,1590.0,115.0,1299.0,335.0,4.0313,NEAR OCEAN,163200.0
-121.29,38.15,23.0,4183.0,633.0,1886.0,628.0,4.8787,<1H OCEAN,175300.0
-118.12,33.96,49.0,2863.0,857.0,1243.0,466.0,5.8659,<1H OCEAN,297200.0
-117.25,32.8,30.0,2061.0,631.0,1007.0,577.0,2.5813,INLAND,253100.0
-118.3,33.72,51.0,1855.0,583.0,1388.0,554.0,2.0742,<1H OCEAN,267800.0
-121.94,37.28,27.0,4175.0,257.0,1144.0,430.0,3.4125,<1H OCEAN,327500.0
-117.81,33.67,24.0,3930.0,661.0,1831.0,616.0,6.3767,NEAR OCEAN,269000.0
-122.23,37.49,18.0,4257.0,2812.0,1338.0,345.0,2.3333,NEAR OCEAN,241700.0
-118.48,34.0,23.0,4051.0,3493.0,741.0,431.0,1.9625,<1H OCEAN,500000.0
-118.44,34.05,18.0,3869.0,1066.0,1886.0,1036.0,6.9113,<1H OCEAN,500001.0
-121.86,37.41,10.0,2938.0,589.0,1718.0,568.0,5.5073,<1H OCEAN,178900.0
-121.83,36.98,10.0,2324.0,700.0,1764.0,679.0,4.3321,<1H OCEAN,298600.0
-121.37,38.67,36.0,1354.0,721.0,771.0,267.0,2.2723,INLAND,78800.0
-117.81,33.78,27.0,3589.0,507.0,1484.0,495.0,5.7934,<1H OCEAN,270500.0
-118.45,33.99,18.0,1713.0,483.0,654.0,264.0,4.5673,<1H OCEAN,343100.0
-120.63,35.13,10.0,2680.0,704.0,975.0,619.0,1.7878,<1H OCEAN,55000.0
-118.11,33.84,36.0,1074.0,188.0,496.0,196.0,1.9928,<1H OCEAN,217400.0
-117.88,33.64,13.0,3615.0,570.0,1209.0,559.0,8.5574,INLAND,392200.0
-122.41,37.6,10.0,4770.0,402.0,1128.0,395.0,2.0244,NEAR OCEAN,466900.0
-122.12,37.7,10.0,7479.0,617.0,1287.0,538.0,5.606,NEAR OCEAN,179900.0
-117.57,33.91,22.0,2620.0,396.0,1324.0,362.0,5.3735,INLAND,214600.0
-122.26,37.55,10.0,4576.0,830.0,1941.0,807.0,5.0532,NEAR BAY,443800.0
-117.97,33.92,10.0,2017.0,918.0,900.0,436.0,4.6187,<1H OCEAN,251400.0
-121.77,37.68,4.0,2738.0,1892.0,629.0,288.0,4.6806,INLAND,209400.0
-122.05,37.57,10.0,890.0,1818.0,6075.0,1797.0,1.2902,NEAR BAY,278200.0
-119.81,36.73,35.0,772.0,194.0,606.0,167.0,6.8109,INLAND,59200.0
-117.77,33.71,13.0,1939.0,247.0,928.0,244.0,8.1111,INLAND,379800.0
-117.44,33.94,13.0,1354.0,758.0,1479.0,425.0,3.9118,INLAND,114100.0
-117.1,32.68,10.0,1044.0,274.0,1003.0,280.0,1.7802,NEAR OCEAN,97800.0
-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,<1H OCEAN,169800.0
-117.72,33.64,10.0,1230.0,242.0,380.0,246.0,2.2969,INLAND,67500.0
-118.22,33.88,37.0,1149.0,280.0,1016.0,250.0,2.125,NEAR OCEAN,101900.0
-118.46,34.06,14.0,5448.0,1532.0,2202.0,1442.0,4.2554,<1H OCEAN,500001.0
-118.28,34.11,52.0,2721.0,348.0,775.0,332.0,5.4122,<1H OCEAN,397500.0
-122.02,38.02,51.0,1465.0,247.0,817.0,237.0,4.8693,INLAND,156900.0
-122.16,37.89,10.0,2038.0,847.0,721.0,258.0,1.7824,<1H OCEAN,434500.0
-121.54,38.49,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,INLAND,174500.0
-121.94,37.75,13.0,21.0,958.0,2464.0,761.0,7.5544,<1H OCEAN,296100.0
-118.17,33.78,51.0,2364.0,746.0,3184.0,672.0,1.918,INLAND,147500.0
-117.59,33.41,13.0,2248.0,448.0,878.0,423.0,5.1298,<1H OCEAN,246000.0
-117.21,32.81,26.0,2496.0,407.0,1062.0,380.0,5.5413,<1H OCEAN,302100.0
-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,<1H OCEAN,166700.0
-119.4,36.25,10.0,2289.0,253.0,909.0,291.0,6.6013,INLAND,132800.0
-118.25,34.25,23.0,2779.0,1545.0,1392.0,480.0,4.3542,<1H OCEAN,336900.0
-118.29,33.96,31.0,7474.0,1208.0,3707.0,1007.0,1.3096,INLAND,116300.0
-121.63,39.75,13.0,388.0,1915.0,569.0,257.0,3.538,INLAND,70500.0
-117.83,33.74,23.0,6114.0,1623.0,4088.0,1521.0,3.0382,NEAR OCEAN,183600.0
-117.82,33.88,28.0,1982.0,2812.0,1027.0,324.0,7.0526,<1H OCEAN,327500.0
-117.67,33.46,18.0,1679.0,271.0,783.0,257.0,5.3999,<1H OCEAN,300000.0
-118.6,34.15,23.0,3559.0,2222.0,1693.0,695.0,2.3393,<1H OCEAN,361900.0
-117.59,33.66,4.0,1318.0,218.0,673.0,225.0,6.0722,<1H OCEAN,260800.0
-119.54,36.61,30.0,1490.0,3559.0,1474.0,326.0,4.8661,INLAND,54700.0
-118.17,34.12,35.0,2568.0,672.0,1696.0,605.0,2.9154,NEAR OCEAN,169200.0
-117.5,33.87,10.0,6755.0,1017.0,2866.0,850.0,5.0493,NEAR OCEAN,239800.0
-121.97,37.57,40.0,1201.0,1510.0,2172.0,789.0,2.1354,<1H OCEAN,247600.0
-119.05,35.34,10.0,3580.0,984.0,1933.0,912.0,2.6637,<1H OCEAN,175000.0
-119.5,36.62,24.0,1792.0,188.0,1018.0,265.0,2.2206,INLAND,63400.0
-122.7,38.36,3.0,5817.0,1243.0,2538.0,876.0,3.7301,<1H OCEAN,227100.0
-118.09,33.92,36.0,2381.0,2812.0,1669.0,444.0,4.6976,NEAR OCEAN,171100.0
-122.93,40.78,20.0,3758.0,798.0,1685.0,757.0,2.3667,<1H OCEAN,91200.0
